Fecha,Edad,Cantidad
2021-03-20,59 años,183
2021-03-20,60 años,803
2021-03-20,61 años,782
2021-03-20,62 años,838
2021-03-20,63 años,814
2021-03-20,64 años,840
2021-03-20,65 años,821
2021-03-20,66 años,794
2021-03-20,67 años,682
2021-03-20,68 años,685
2021-03-20,69 años,640
2021-03-20,70 años,581
2021-03-20,71 años,5
2021-03-20,72 años,2
2021-03-20,74 años,2
2021-03-20,75 años,2
2021-03-20,76 años,2
2021-03-20,81 años,1
2021-03-20,84 años,1
2021-03-20,87 años,1
2021-03-20,90 años,2
2021-03-20,92 años,1
2021-03-20,94 años,1
2021-03-20,96 años,1
2021-03-20,No Definido,1
2021-03-21,43 años,1
2021-03-21,52 años,1
2021-03-21,55 años,1
2021-03-21,60 años,1
2021-03-21,64 años,2
2021-03-21,65 años,1
2021-03-21,66 años,2
2021-03-21,69 años,1
2021-03-21,70 años,1
2021-03-21,81 años,1
2021-03-21,82 años,1
2021-03-21,84 años,2
2021-03-21,86 años,2
2021-03-21,88 años,1
2021-03-21,95 años,1
2021-03-21,96 años,1
2021-03-22,4 meses,2
2021-03-22,17 años,4
2021-03-22,18 años,11
2021-03-22,19 años,36
2021-03-22,20 años,36
2021-03-22,21 años,77
2021-03-22,22 años,82
2021-03-22,23 años,104
2021-03-22,24 años,145
2021-03-22,25 años,154
2021-03-22,26 años,158
2021-03-22,27 años,145
2021-03-22,28 años,136
2021-03-22,29 años,142
2021-03-22,30 años,165
2021-03-22,31 años,163
2021-03-22,32 años,181
2021-03-22,33 años,155
2021-03-22,34 años,185
2021-03-22,35 años,167
2021-03-22,36 años,172
2021-03-22,37 años,196
2021-03-22,38 años,160
2021-03-22,39 años,156
2021-03-22,40 años,163
2021-03-22,41 años,179
2021-03-22,42 años,185
2021-03-22,43 años,184
2021-03-22,44 años,189
2021-03-22,45 años,181
2021-03-22,46 años,181
2021-03-22,47 años,171
2021-03-22,48 años,167
2021-03-22,49 años,140
2021-03-22,50 años,1137
2021-03-22,51 años,1142
2021-03-22,52 años,1128
2021-03-22,53 años,1116
2021-03-22,54 años,1145
2021-03-22,55 años,541
2021-03-22,56 años,493
2021-03-22,57 años,502
2021-03-22,58 años,541
2021-03-22,59 años,558
2021-03-22,60 años,1341
2021-03-22,61 años,1404
2021-03-22,62 años,1328
2021-03-22,63 años,1366
2021-03-22,64 años,1298
2021-03-22,65 años,1284
2021-03-22,66 años,1304
2021-03-22,67 años,1232
2021-03-22,68 años,1259
2021-03-22,69 años,1213
2021-03-22,70 años,1091
2021-03-22,71 años,137
2021-03-22,72 años,135
2021-03-22,73 años,141
2021-03-22,74 años,118
2021-03-22,75 años,140
2021-03-22,76 años,139
2021-03-22,77 años,161
2021-03-22,78 años,173
2021-03-22,79 años,206
2021-03-22,80 años,1091
2021-03-22,81 años,1008
2021-03-22,82 años,946
2021-03-22,83 años,848
2021-03-22,84 años,830
2021-03-22,85 años,790
2021-03-22,86 años,734
2021-03-22,87 años,651
2021-03-22,88 años,657
2021-03-22,89 años,536
2021-03-22,90 años,513
2021-03-22,91 años,409
2021-03-22,92 años,344
2021-03-22,93 años,260
2021-03-22,94 años,203
2021-03-22,95 años,165
2021-03-22,96 años,119
2021-03-22,97 años,95
2021-03-22,98 años,62
2021-03-22,99 años,44
2021-03-22,107 años,35
2021-03-22,No Definido,78
2021-03-23,4 meses,2
2021-03-23,3 años,1
2021-03-23,17 años,1
2021-03-23,18 años,57
2021-03-23,19 años,83
2021-03-23,20 años,91
2021-03-23,21 años,128
2021-03-23,22 años,150
2021-03-23,23 años,164
2021-03-23,24 años,157
2021-03-23,25 años,165
2021-03-23,26 años,193
2021-03-23,27 años,175
2021-03-23,28 años,195
2021-03-23,29 años,187
2021-03-23,30 años,200
2021-03-23,31 años,204
2021-03-23,32 años,201
2021-03-23,33 años,208
2021-03-23,34 años,210
2021-03-23,35 años,192
2021-03-23,36 años,199
2021-03-23,37 años,186
2021-03-23,38 años,223
2021-03-23,39 años,223
2021-03-23,40 años,176
2021-03-23,41 años,193
2021-03-23,42 años,195
2021-03-23,43 años,204
2021-03-23,44 años,207
2021-03-23,45 años,235
2021-03-23,46 años,198
2021-03-23,47 años,181
2021-03-23,48 años,198
2021-03-23,49 años,188
2021-03-23,50 años,1042
2021-03-23,51 años,1080
2021-03-23,52 años,1058
2021-03-23,53 años,1022
2021-03-23,54 años,1066
2021-03-23,55 años,546
2021-03-23,56 años,504
2021-03-23,57 años,505
2021-03-23,58 años,476
2021-03-23,59 años,515
2021-03-23,60 años,1196
2021-03-23,61 años,1204
2021-03-23,62 años,1235
2021-03-23,63 años,1160
2021-03-23,64 años,1206
2021-03-23,65 años,1253
2021-03-23,66 años,1146
2021-03-23,67 años,1115
2021-03-23,68 años,1006
2021-03-23,69 años,1035
2021-03-23,70 años,990
2021-03-23,71 años,117
2021-03-23,72 años,126
2021-03-23,73 años,116
2021-03-23,74 años,108
2021-03-23,75 años,143
2021-03-23,76 años,138
2021-03-23,77 años,154
2021-03-23,78 años,156
2021-03-23,79 años,168
2021-03-23,80 años,923
2021-03-23,81 años,978
2021-03-23,82 años,879
2021-03-23,83 años,790
2021-03-23,84 años,717
2021-03-23,85 años,696
2021-03-23,86 años,644
2021-03-23,87 años,604
2021-03-23,88 años,554
2021-03-23,89 años,491
2021-03-23,90 años,441
2021-03-23,91 años,319
2021-03-23,92 años,308
2021-03-23,93 años,205
2021-03-23,94 años,149
2021-03-23,95 años,133
2021-03-23,96 años,98
2021-03-23,97 años,68
2021-03-23,98 años,62
2021-03-23,99 años,29
2021-03-23,107 años,24
2021-03-23,No Definido,59
2021-03-24,> 21 meses y <= 2 años,1
2021-03-24,3 años,1
2021-03-24,12 años,2
2021-03-24,17 años,2
2021-03-24,18 años,145
2021-03-24,19 años,169
2021-03-24,20 años,172
2021-03-24,21 años,197
2021-03-24,22 años,213
2021-03-24,23 años,199
2021-03-24,24 años,208
2021-03-24,25 años,211
2021-03-24,26 años,228
2021-03-24,27 años,167
2021-03-24,28 años,196
2021-03-24,29 años,213
2021-03-24,30 años,233
2021-03-24,31 años,249
2021-03-24,32 años,253
2021-03-24,33 años,244
2021-03-24,34 años,253
2021-03-24,35 años,256
2021-03-24,36 años,253
2021-03-24,37 años,224
2021-03-24,38 años,258
2021-03-24,39 años,260
2021-03-24,40 años,269
2021-03-24,41 años,286
2021-03-24,42 años,263
2021-03-24,43 años,269
2021-03-24,44 años,249
2021-03-24,45 años,272
2021-03-24,46 años,258
2021-03-24,47 años,247
2021-03-24,48 años,225
2021-03-24,49 años,245
2021-03-24,50 años,1032
2021-03-24,51 años,1075
2021-03-24,52 años,1072
2021-03-24,53 años,1048
2021-03-24,54 años,1053
2021-03-24,55 años,521
2021-03-24,56 años,473
2021-03-24,57 años,516
2021-03-24,58 años,494
2021-03-24,59 años,528
2021-03-24,60 años,1290
2021-03-24,61 años,1231
2021-03-24,62 años,1236
2021-03-24,63 años,1265
2021-03-24,64 años,1261
2021-03-24,65 años,1205
2021-03-24,66 años,1220
2021-03-24,67 años,1078
2021-03-24,68 años,1062
2021-03-24,69 años,1021
2021-03-24,70 años,968
2021-03-24,71 años,56
2021-03-24,72 años,46
2021-03-24,73 años,43
2021-03-24,74 años,53
2021-03-24,75 años,48
2021-03-24,76 años,51
2021-03-24,77 años,44
2021-03-24,78 años,46
2021-03-24,79 años,50
2021-03-24,80 años,875
2021-03-24,81 años,806
2021-03-24,82 años,749
2021-03-24,83 años,680
2021-03-24,84 años,599
2021-03-24,85 años,558
2021-03-24,86 años,475
2021-03-24,87 años,441
2021-03-24,88 años,392
2021-03-24,89 años,350
2021-03-24,90 años,261
2021-03-24,91 años,204
2021-03-24,92 años,149
2021-03-24,93 años,130
2021-03-24,94 años,86
2021-03-24,95 años,70
2021-03-24,96 años,42
2021-03-24,97 años,32
2021-03-24,98 años,15
2021-03-24,99 años,8
2021-03-24,107 años,11
2021-03-24,No Definido,26
2021-03-25,15 años,2
2021-03-25,16 años,1
2021-03-25,17 años,2
2021-03-25,18 años,214
2021-03-25,19 años,225
2021-03-25,20 años,254
2021-03-25,21 años,257
2021-03-25,22 años,261
2021-03-25,23 años,295
2021-03-25,24 años,278
2021-03-25,25 años,320
2021-03-25,26 años,280
2021-03-25,27 años,250
2021-03-25,28 años,270
2021-03-25,29 años,262
2021-03-25,30 años,270
2021-03-25,31 años,314
2021-03-25,32 años,292
2021-03-25,33 años,303
2021-03-25,34 años,326
2021-03-25,35 años,323
2021-03-25,36 años,325
2021-03-25,37 años,309
2021-03-25,38 años,298
2021-03-25,39 años,268
2021-03-25,40 años,337
2021-03-25,41 años,312
2021-03-25,42 años,314
2021-03-25,43 años,322
2021-03-25,44 años,282
2021-03-25,45 años,297
2021-03-25,46 años,285
2021-03-25,47 años,283
2021-03-25,48 años,281
2021-03-25,49 años,297
2021-03-25,50 años,1381
2021-03-25,51 años,1507
2021-03-25,52 años,1391
2021-03-25,53 años,1442
2021-03-25,54 años,1434
2021-03-25,55 años,593
2021-03-25,56 años,525
2021-03-25,57 años,521
2021-03-25,58 años,607
2021-03-25,59 años,592
2021-03-25,60 años,1721
2021-03-25,61 años,1758
2021-03-25,62 años,1649
2021-03-25,63 años,1714
2021-03-25,64 años,1768
2021-03-25,65 años,1742
2021-03-25,66 años,1584
2021-03-25,67 años,1451
2021-03-25,68 años,1398
2021-03-25,69 años,1476
2021-03-25,70 años,1327
2021-03-25,71 años,39
2021-03-25,72 años,32
2021-03-25,73 años,24
2021-03-25,74 años,20
2021-03-25,75 años,27
2021-03-25,76 años,36
2021-03-25,77 años,33
2021-03-25,78 años,31
2021-03-25,79 años,35
2021-03-25,80 años,831
2021-03-25,81 años,778
2021-03-25,82 años,708
2021-03-25,83 años,653
2021-03-25,84 años,597
2021-03-25,85 años,493
2021-03-25,86 años,443
2021-03-25,87 años,397
2021-03-25,88 años,385
2021-03-25,89 años,301
2021-03-25,90 años,268
2021-03-25,91 años,177
2021-03-25,92 años,133
2021-03-25,93 años,101
2021-03-25,94 años,66
2021-03-25,95 años,46
2021-03-25,96 años,46
2021-03-25,97 años,19
2021-03-25,98 años,19
2021-03-25,99 años,6
2021-03-25,107 años,6
2021-03-25,No Definido,13
2021-03-26,4 meses,1
2021-03-26,17 años,3
2021-03-26,18 años,207
2021-03-26,19 años,225
2021-03-26,20 años,217
2021-03-26,21 años,254
2021-03-26,22 años,260
2021-03-26,23 años,274
2021-03-26,24 años,272
2021-03-26,25 años,270
2021-03-26,26 años,271
2021-03-26,27 años,261
2021-03-26,28 años,273
2021-03-26,29 años,290
2021-03-26,30 años,273
2021-03-26,31 años,292
2021-03-26,32 años,307
2021-03-26,33 años,303
2021-03-26,34 años,303
2021-03-26,35 años,345
2021-03-26,36 años,295
2021-03-26,37 años,306
2021-03-26,38 años,340
2021-03-26,39 años,321
2021-03-26,40 años,304
2021-03-26,41 años,329
2021-03-26,42 años,315
2021-03-26,43 años,314
2021-03-26,44 años,324
2021-03-26,45 años,316
2021-03-26,46 años,320
2021-03-26,47 años,277
2021-03-26,48 años,357
2021-03-26,49 años,345
2021-03-26,50 años,1240
2021-03-26,51 años,1359
2021-03-26,52 años,1346
2021-03-26,53 años,1339
2021-03-26,54 años,1365
2021-03-26,55 años,612
2021-03-26,56 años,585
2021-03-26,57 años,580
2021-03-26,58 años,573
2021-03-26,59 años,561
2021-03-26,60 años,1518
2021-03-26,61 años,1564
2021-03-26,62 años,1548
2021-03-26,63 años,1623
2021-03-26,64 años,1585
2021-03-26,65 años,1540
2021-03-26,66 años,1513
2021-03-26,67 años,1391
2021-03-26,68 años,1335
2021-03-26,69 años,1283
2021-03-26,70 años,1173
2021-03-26,71 años,50
2021-03-26,72 años,43
2021-03-26,73 años,24
2021-03-26,74 años,32
2021-03-26,75 años,41
2021-03-26,76 años,35
2021-03-26,77 años,21
2021-03-26,78 años,33
2021-03-26,79 años,22
2021-03-26,80 años,857
2021-03-26,81 años,758
2021-03-26,82 años,671
2021-03-26,83 años,575
2021-03-26,84 años,519
2021-03-26,85 años,502
2021-03-26,86 años,425
2021-03-26,87 años,366
2021-03-26,88 años,332
2021-03-26,89 años,275
2021-03-26,90 años,209
2021-03-26,91 años,154
2021-03-26,92 años,132
2021-03-26,93 años,95
2021-03-26,94 años,96
2021-03-26,95 años,43
2021-03-26,96 años,25
2021-03-26,97 años,24
2021-03-26,98 años,15
2021-03-26,99 años,6
2021-03-26,107 años,2
2021-03-26,No Definido,11
2021-03-27,17 años,1
2021-03-27,18 años,39
2021-03-27,19 años,48
2021-03-27,20 años,55
2021-03-27,21 años,56
2021-03-27,22 años,59
2021-03-27,23 años,61
2021-03-27,24 años,74
2021-03-27,25 años,70
2021-03-27,26 años,54
2021-03-27,27 años,57
2021-03-27,28 años,54
2021-03-27,29 años,54
2021-03-27,30 años,61
2021-03-27,31 años,73
2021-03-27,32 años,62
2021-03-27,33 años,61
2021-03-27,34 años,66
2021-03-27,35 años,75
2021-03-27,36 años,70
2021-03-27,37 años,85
2021-03-27,38 años,72
2021-03-27,39 años,72
2021-03-27,40 años,74
2021-03-27,41 años,86
2021-03-27,42 años,68
2021-03-27,43 años,69
2021-03-27,44 años,81
2021-03-27,45 años,74
2021-03-27,46 años,75
2021-03-27,47 años,68
2021-03-27,48 años,59
2021-03-27,49 años,80
2021-03-27,50 años,443
2021-03-27,51 años,447
2021-03-27,52 años,463
2021-03-27,53 años,465
2021-03-27,54 años,461
2021-03-27,55 años,186
2021-03-27,56 años,186
2021-03-27,57 años,180
2021-03-27,58 años,180
2021-03-27,59 años,202
2021-03-27,60 años,579
2021-03-27,61 años,549
2021-03-27,62 años,540
2021-03-27,63 años,470
2021-03-27,64 años,530
2021-03-27,65 años,544
2021-03-27,66 años,494
2021-03-27,67 años,455
2021-03-27,68 años,452
2021-03-27,69 años,421
2021-03-27,70 años,440
2021-03-27,71 años,19
2021-03-27,72 años,12
2021-03-27,73 años,6
2021-03-27,74 años,3
2021-03-27,75 años,7
2021-03-27,76 años,9
2021-03-27,77 años,6
2021-03-27,78 años,8
2021-03-27,79 años,6
2021-03-27,80 años,264
2021-03-27,81 años,291
2021-03-27,82 años,256
2021-03-27,83 años,200
2021-03-27,84 años,215
2021-03-27,85 años,207
2021-03-27,86 años,185
2021-03-27,87 años,158
2021-03-27,88 años,131
2021-03-27,89 años,124
2021-03-27,90 años,102
2021-03-27,91 años,78
2021-03-27,92 años,55
2021-03-27,93 años,39
2021-03-27,94 años,28
2021-03-27,95 años,19
2021-03-27,96 años,13
2021-03-27,97 años,9
2021-03-27,98 años,7
2021-03-27,99 años,1
2021-03-27,107 años,1
2021-03-27,No Definido,4
2021-03-28,23 años,1
2021-03-28,35 años,1
2021-03-28,48 años,1
2021-03-28,50 años,1
2021-03-28,66 años,1
2021-03-28,69 años,1
2021-03-28,82 años,2
2021-03-28,91 años,1
2021-03-28,93 años,1
2021-03-29,> 21 meses y <= 2 años,1
2021-03-29,3 años,1
2021-03-29,12 años,1
2021-03-29,17 años,1
2021-03-29,18 años,584
2021-03-29,19 años,688
2021-03-29,20 años,796
2021-03-29,21 años,914
2021-03-29,22 años,966
2021-03-29,23 años,1022
2021-03-29,24 años,1020
2021-03-29,25 años,1047
2021-03-29,26 años,1068
2021-03-29,27 años,1078
2021-03-29,28 años,1078
2021-03-29,29 años,1219
2021-03-29,30 años,1246
2021-03-29,31 años,1259
2021-03-29,32 años,1365
2021-03-29,33 años,1272
2021-03-29,34 años,1353
2021-03-29,35 años,1391
2021-03-29,36 años,1360
2021-03-29,37 años,1314
2021-03-29,38 años,1422
2021-03-29,39 años,1360
2021-03-29,40 años,1380
2021-03-29,41 años,1458
2021-03-29,42 años,1416
2021-03-29,43 años,1410
2021-03-29,44 años,1412
2021-03-29,45 años,1355
2021-03-29,46 años,1326
2021-03-29,47 años,1246
2021-03-29,48 años,1275
2021-03-29,49 años,1275
2021-03-29,50 años,757
2021-03-29,51 años,734
2021-03-29,52 años,697
2021-03-29,53 años,719
2021-03-29,54 años,699
2021-03-29,55 años,512
2021-03-29,56 años,517
2021-03-29,57 años,502
2021-03-29,58 años,439
2021-03-29,59 años,417
2021-03-29,60 años,458
2021-03-29,61 años,352
2021-03-29,62 años,353
2021-03-29,63 años,374
2021-03-29,64 años,340
2021-03-29,65 años,340
2021-03-29,66 años,334
2021-03-29,67 años,293
2021-03-29,68 años,253
2021-03-29,69 años,299
2021-03-29,70 años,278
2021-03-29,71 años,37
2021-03-29,72 años,33
2021-03-29,73 años,20
2021-03-29,74 años,35
2021-03-29,75 años,37
2021-03-29,76 años,38
2021-03-29,77 años,28
2021-03-29,78 años,24
2021-03-29,79 años,23
2021-03-29,80 años,805
2021-03-29,81 años,761
2021-03-29,82 años,703
2021-03-29,83 años,558
2021-03-29,84 años,579
2021-03-29,85 años,476
2021-03-29,86 años,425
2021-03-29,87 años,373
2021-03-29,88 años,331
2021-03-29,89 años,239
2021-03-29,90 años,230
2021-03-29,91 años,183
2021-03-29,92 años,122
2021-03-29,93 años,87
2021-03-29,94 años,72
2021-03-29,95 años,34
2021-03-29,96 años,31
2021-03-29,97 años,20
2021-03-29,98 años,13
2021-03-29,99 años,4
2021-03-29,107 años,5
2021-03-29,No Definido,12
2021-03-30,4 meses,3
2021-03-30,3 años,2
2021-03-30,4 años,1
2021-03-30,9 años,1
2021-03-30,16 años,1
2021-03-30,17 años,2
2021-03-30,18 años,640
2021-03-30,19 años,809
2021-03-30,20 años,897
2021-03-30,21 años,971
2021-03-30,22 años,950
2021-03-30,23 años,1060
2021-03-30,24 años,1102
2021-03-30,25 años,1016
2021-03-30,26 años,1140
2021-03-30,27 años,1080
2021-03-30,28 años,1086
2021-03-30,29 años,1133
2021-03-30,30 años,1218
2021-03-30,31 años,1251
2021-03-30,32 años,1319
2021-03-30,33 años,1273
2021-03-30,34 años,1299
2021-03-30,35 años,1311
2021-03-30,36 años,1326
2021-03-30,37 años,1299
2021-03-30,38 años,1354
2021-03-30,39 años,1288
2021-03-30,40 años,1336
2021-03-30,41 años,1305
2021-03-30,42 años,1372
2021-03-30,43 años,1360
2021-03-30,44 años,1307
2021-03-30,45 años,1352
2021-03-30,46 años,1173
2021-03-30,47 años,1209
2021-03-30,48 años,1120
2021-03-30,49 años,1180
2021-03-30,50 años,675
2021-03-30,51 años,619
2021-03-30,52 años,589
2021-03-30,53 años,623
2021-03-30,54 años,573
2021-03-30,55 años,454
2021-03-30,56 años,426
2021-03-30,57 años,402
2021-03-30,58 años,374
2021-03-30,59 años,332
2021-03-30,60 años,396
2021-03-30,61 años,322
2021-03-30,62 años,337
2021-03-30,63 años,331
2021-03-30,64 años,304
2021-03-30,65 años,302
2021-03-30,66 años,316
2021-03-30,67 años,272
2021-03-30,68 años,256
2021-03-30,69 años,261
2021-03-30,70 años,219
2021-03-30,71 años,53
2021-03-30,72 años,31
2021-03-30,73 años,29
2021-03-30,74 años,41
2021-03-30,75 años,39
2021-03-30,76 años,40
2021-03-30,77 años,47
2021-03-30,78 años,25
2021-03-30,79 años,29
2021-03-30,80 años,847
2021-03-30,81 años,731
2021-03-30,82 años,658
2021-03-30,83 años,547
2021-03-30,84 años,521
2021-03-30,85 años,489
2021-03-30,86 años,395
2021-03-30,87 años,358
2021-03-30,88 años,341
2021-03-30,89 años,250
2021-03-30,90 años,218
2021-03-30,91 años,156
2021-03-30,92 años,124
2021-03-30,93 años,81
2021-03-30,94 años,70
2021-03-30,95 años,42
2021-03-30,96 años,28
2021-03-30,97 años,13
2021-03-30,98 años,13
2021-03-30,99 años,4
2021-03-30,107 años,8
2021-03-30,No Definido,20
2021-03-31,> 18 meses y <= 21 meses,1
2021-03-31,> 21 meses y <= 2 años,1
2021-03-31,17 años,1
2021-03-31,18 años,618
2021-03-31,19 años,813
2021-03-31,20 años,970
2021-03-31,21 años,1028
2021-03-31,22 años,1017
2021-03-31,23 años,1112
2021-03-31,24 años,1177
2021-03-31,25 años,1202
2021-03-31,26 años,1141
2021-03-31,27 años,1240
2021-03-31,28 años,1252
2021-03-31,29 años,1250
2021-03-31,30 años,1355
2021-03-31,31 años,1404
2021-03-31,32 años,1458
2021-03-31,33 años,1484
2021-03-31,34 años,1462
2021-03-31,35 años,1552
2021-03-31,36 años,1504
2021-03-31,37 años,1518
2021-03-31,38 años,1431
2021-03-31,39 años,1504
2021-03-31,40 años,1455
2021-03-31,41 años,1562
2021-03-31,42 años,1550
2021-03-31,43 años,1629
2021-03-31,44 años,1597
2021-03-31,45 años,1503
2021-03-31,46 años,1406
2021-03-31,47 años,1388
2021-03-31,48 años,1301
2021-03-31,49 años,1313
2021-03-31,50 años,863
2021-03-31,51 años,800
2021-03-31,52 años,780
2021-03-31,53 años,738
2021-03-31,54 años,704
2021-03-31,55 años,530
2021-03-31,56 años,586
2021-03-31,57 años,549
2021-03-31,58 años,475
2021-03-31,59 años,427
2021-03-31,60 años,340
2021-03-31,61 años,285
2021-03-31,62 años,328
2021-03-31,63 años,297
2021-03-31,64 años,348
2021-03-31,65 años,308
2021-03-31,66 años,283
2021-03-31,67 años,275
2021-03-31,68 años,297
2021-03-31,69 años,283
2021-03-31,70 años,255
2021-03-31,71 años,56
2021-03-31,72 años,64
2021-03-31,73 años,61
2021-03-31,74 años,47
2021-03-31,75 años,40
2021-03-31,76 años,39
2021-03-31,77 años,55
2021-03-31,78 años,40
2021-03-31,79 años,41
2021-03-31,80 años,752
2021-03-31,81 años,687
2021-03-31,82 años,637
2021-03-31,83 años,530
2021-03-31,84 años,559
2021-03-31,85 años,450
2021-03-31,86 años,376
2021-03-31,87 años,338
2021-03-31,88 años,303
2021-03-31,89 años,255
2021-03-31,90 años,184
2021-03-31,91 años,155
2021-03-31,92 años,109
2021-03-31,93 años,86
2021-03-31,94 años,73
2021-03-31,95 años,35
2021-03-31,96 años,42
2021-03-31,97 años,15
2021-03-31,98 años,7
2021-03-31,99 años,6
2021-03-31,107 años,4
2021-03-31,No Definido,10
2021-04-01,> 18 meses y <= 21 meses,1
2021-04-01,17 años,1
2021-04-01,18 años,724
2021-04-01,19 años,854
2021-04-01,20 años,883
2021-04-01,21 años,936
2021-04-01,22 años,884
2021-04-01,23 años,926
2021-04-01,24 años,961
2021-04-01,25 años,981
2021-04-01,26 años,995
2021-04-01,27 años,994
2021-04-01,28 años,989
2021-04-01,29 años,1053
2021-04-01,30 años,1108
2021-04-01,31 años,1122
2021-04-01,32 años,1197
2021-04-01,33 años,1152
2021-04-01,34 años,1161
2021-04-01,35 años,1161
2021-04-01,36 años,1163
2021-04-01,37 años,1124
2021-04-01,38 años,1117
2021-04-01,39 años,1212
2021-04-01,40 años,1105
2021-04-01,41 años,1177
2021-04-01,42 años,1216
2021-04-01,43 años,1165
2021-04-01,44 años,1165
2021-04-01,45 años,1219
2021-04-01,46 años,1192
2021-04-01,47 años,1129
2021-04-01,48 años,1066
2021-04-01,49 años,1076
2021-04-01,50 años,537
2021-04-01,51 años,534
2021-04-01,52 años,520
2021-04-01,53 años,506
2021-04-01,54 años,450
2021-04-01,55 años,339
2021-04-01,56 años,331
2021-04-01,57 años,355
2021-04-01,58 años,292
2021-04-01,59 años,257
2021-04-01,60 años,329
2021-04-01,61 años,336
2021-04-01,62 años,341
2021-04-01,63 años,301
2021-04-01,64 años,356
2021-04-01,65 años,339
2021-04-01,66 años,341
2021-04-01,67 años,270
2021-04-01,68 años,310
2021-04-01,69 años,298
2021-04-01,70 años,236
2021-04-01,71 años,183
2021-04-01,72 años,179
2021-04-01,73 años,179
2021-04-01,74 años,184
2021-04-01,75 años,138
2021-04-01,76 años,151
2021-04-01,77 años,147
2021-04-01,78 años,121
2021-04-01,79 años,121
2021-04-01,80 años,671
2021-04-01,81 años,589
2021-04-01,82 años,585
2021-04-01,83 años,462
2021-04-01,84 años,475
2021-04-01,85 años,405
2021-04-01,86 años,343
2021-04-01,87 años,246
2021-04-01,88 años,270
2021-04-01,89 años,196
2021-04-01,90 años,170
2021-04-01,91 años,141
2021-04-01,92 años,101
2021-04-01,93 años,61
2021-04-01,94 años,53
2021-04-01,95 años,32
2021-04-01,96 años,31
2021-04-01,97 años,15
2021-04-01,98 años,14
2021-04-01,99 años,6
2021-04-01,107 años,1
2021-04-01,No Definido,16
2021-04-02,17 años,2
2021-04-02,18 años,744
2021-04-02,19 años,854
2021-04-02,20 años,814
2021-04-02,21 años,911
2021-04-02,22 años,884
2021-04-02,23 años,937
2021-04-02,24 años,989
2021-04-02,25 años,967
2021-04-02,26 años,1065
2021-04-02,27 años,1061
2021-04-02,28 años,1008
2021-04-02,29 años,1057
2021-04-02,30 años,1117
2021-04-02,31 años,1111
2021-04-02,32 años,1210
2021-04-02,33 años,1144
2021-04-02,34 años,1118
2021-04-02,35 años,1104
2021-04-02,36 años,1125
2021-04-02,37 años,1080
2021-04-02,38 años,1126
2021-04-02,39 años,1143
2021-04-02,40 años,1095
2021-04-02,41 años,1201
2021-04-02,42 años,1233
2021-04-02,43 años,1177
2021-04-02,44 años,1163
2021-04-02,45 años,1140
2021-04-02,46 años,1182
2021-04-02,47 años,1078
2021-04-02,48 años,1123
2021-04-02,49 años,1044
2021-04-02,50 años,634
2021-04-02,51 años,522
2021-04-02,52 años,529
2021-04-02,53 años,489
2021-04-02,54 años,503
2021-04-02,55 años,407
2021-04-02,56 años,347
2021-04-02,57 años,328
2021-04-02,58 años,343
2021-04-02,59 años,325
2021-04-02,60 años,396
2021-04-02,61 años,387
2021-04-02,62 años,361
2021-04-02,63 años,362
2021-04-02,64 años,373
2021-04-02,65 años,366
2021-04-02,66 años,350
2021-04-02,67 años,316
2021-04-02,68 años,323
2021-04-02,69 años,303
2021-04-02,70 años,233
2021-04-02,71 años,448
2021-04-02,72 años,414
2021-04-02,73 años,393
2021-04-02,74 años,354
2021-04-02,75 años,369
2021-04-02,76 años,310
2021-04-02,77 años,294
2021-04-02,78 años,279
2021-04-02,79 años,247
2021-04-02,80 años,537
2021-04-02,81 años,471
2021-04-02,82 años,427
2021-04-02,83 años,365
2021-04-02,84 años,361
2021-04-02,85 años,295
2021-04-02,86 años,283
2021-04-02,87 años,216
2021-04-02,88 años,200
2021-04-02,89 años,176
2021-04-02,90 años,122
2021-04-02,91 años,93
2021-04-02,92 años,85
2021-04-02,93 años,52
2021-04-02,94 años,34
2021-04-02,95 años,44
2021-04-02,96 años,24
2021-04-02,97 años,13
2021-04-02,98 años,8
2021-04-02,99 años,5
2021-04-02,107 años,1
2021-04-02,No Definido,3
2021-04-03,> 18 meses y <= 21 meses,1
2021-04-03,18 años,207
2021-04-03,19 años,222
2021-04-03,20 años,236
2021-04-03,21 años,223
2021-04-03,22 años,261
2021-04-03,23 años,235
2021-04-03,24 años,236
2021-04-03,25 años,219
2021-04-03,26 años,245
2021-04-03,27 años,250
2021-04-03,28 años,259
2021-04-03,29 años,229
2021-04-03,30 años,288
2021-04-03,31 años,263
2021-04-03,32 años,226
2021-04-03,33 años,264
2021-04-03,34 años,282
2021-04-03,35 años,260
